Type_of_aggregates,Design_F'c (Mpa),Curing_age_(days),Cs_(Mpa),Er_(ohm-cm),UPV_(m/s)
Recycled,30,14,29.9467,4.9087,3677.3689
Recycled,30,14,28.5374,4.9087,3664.9355
Recycled,30,14,28.797,4.9087,3665.9541
Recycled,30,14,29.6726,4.9087,3676.873
Recycled,30,14,28.538,4.9087,3665.2273
Recycled,30,14,29.2355,4.9087,3670.7175
Recycled,30,14,29.6559,4.9087,3665.5938
Recycled,30,14,29.5594,4.9087,3663.3569
Recycled,30,14,28.6274,4.9087,3681.136
Recycled,30,14,29.0897,4.9087,3669.0978
Recycled,30,14,28.9532,4.9087,3688.2576
Recycled,30,14,29.1531,4.9087,3670.8544
Recycled,30,14,29.3231,4.9087,3677.5903
Recycled,30,14,28.6339,4.9087,3670.1991
Recycled,30,14,29.8193,4.9087,3670.9527
Recycled,30,14,29.4055,4.9087,3688.4342
Recycled,30,14,28.6606,4.9087,3666.3858
Recycled,30,14,29.2895,4.9087,3672.1953
Recycled,30,14,28.2222,4.8711,3675.4131
Recycled,30,14,28.5004,4.6916,3665.9253
Recycled,30,14,28.6828,4.7304,3682.2503
Recycled,30,14,29.0939,4.8431,3662.4091
Recycled,30,14,29.4795,4.6928,3675.0238
Recycled,30,14,28.9009,4.9014,3667.4239
Recycled,30,14,29.5011,4.7806,3674.6339
Recycled,30,14,29.369,4.732,3678.5236
Recycled,30,14,28.2612,4.7937,3683.9258
Recycled,30,14,28.3091,4.815,3676.2799
Recycled,30,14,28.4788,4.8961,3673.5763
Recycled,30,14,28.2331,4.8335,3664.9826
Recycled,30,14,29.6321,4.6932,3686.0856
Recycled,30,14,28.9977,4.7714,3665.6761
Recycled,30,14,28.7927,4.7973,3662.2963
Recycled,30,14,28.2567,4.8338,3664.0039
Recycled,30,14,28.7235,4.6948,3659.1822
Recycled,30,14,29.2381,4.6937,3673.1826
Recycled,30,14,28.5811,4.7793,3686.7666
Recycled,30,14,28.4357,4.7094,3682.3741
Recycled,30,14,29.687,4.7172,3650.7647
Recycled,30,14,28.3197,4.7119,3651.028
Recycled,30,14,30.5415,4.7964,3649.9159
Recycled,30,14,28.2363,4.7676,3648.5607
Recycled,30,14,29.4925,4.7108,3649.6174
Recycled,30,14,28.4095,4.7388,3655.9971
Recycled,30,14,29.1028,4.6974,3645.4162
Recycled,30,14,30.2508,4.6995,3655.083
Recycled,30,14,28.7418,4.7793,3656.252
Recycled,30,14,30.4408,4.8142,3650.2053
Recycled,30,14,29.985,4.7632,3645.4972
Recycled,30,14,29.0975,4.8216,3651.1082
Recycled,30,14,28.7546,4.7564,3650.8113
Recycled,30,14,28.765,4.7115,3649.1801
Recycled,30,14,30.1299,4.7176,3645.0445
Recycled,30,14,28.2264,4.818,3647.7839
Recycled,30,14,29.9124,4.7579,3656.226
Recycled,30,14,29.7399,4.752,3651.3488
Recycled,30,14,30.0753,4.7375,3647.7572
Recycled,30,14,30.6871,4.7738,3653.651
Recycled,30,14,30.1932,4.8302,3660.9189
Recycled,30,14,30.3718,4.8302,3655.1489
Recycled,30,14,29.4806,4.8302,3643.4946
Recycled,30,14,29.5837,4.8302,3652.7804
Recycled,30,14,30.0817,4.8302,3651.3346
Recycled,30,14,30.6161,4.8302,3659.0675
Recycled,30,14,29.9328,4.8302,3643.2132
Recycled,30,14,30.4769,4.8302,3644.5725
Recycled,30,14,29.9798,4.8302,3653.9085
Recycled,30,14,30.2349,4.8302,3645.8014
Recycled,30,14,30.293,4.8302,3645.8447
Recycled,30,14,29.6982,4.8302,3645.7972
Recycled,30,14,30.0028,4.8302,3650.3982
Recycled,30,14,29.606,4.8302,3652.4189
Recycled,30,14,30.4522,4.8302,3646.1534
Recycled,30,14,29.7685,4.8302,3651.4051
Recycled,30,14,30.6717,4.8302,3656.8522
Recycled,30,14,29.5908,4.8302,3650.6538
Recycled,30,14,29.7678,4.8302,3649.3954
Recycled,30,14,29.3817,4.8302,3652.8419
Recycled,30,28,34.1864,5.1467,3752.3358
Recycled,30,28,34.2325,4.9865,3751.9476
Recycled,30,28,34.21,5.0978,3754.6058
Recycled,30,28,34.2159,5.1449,3752.3081
Recycled,30,28,34.199,5.0424,3755.8654
Recycled,30,28,34.1856,4.3716,3753.1048
Recycled,30,28,34.2292,4.3931,3754.7004
Recycled,30,28,34.1893,4.3887,3752.8281
Recycled,30,28,34.2021,4.6837,3752.5371
Recycled,30,28,34.2163,4.7984,3751.8227
Recycled,30,28,34.2375,4.354,3753.1826
Recycled,30,28,34.2104,5.1338,3753.8552
Recycled,30,28,34.2371,4.6207,3755.1361
Recycled,30,28,34.194,4.8672,3754.7394
Recycled,30,28,34.2036,4.5364,3755.4653
Recycled,30,28,34.2205,4.5671,3754.2033
Recycled,30,28,34.1848,4.2526,3753.6262
Recycled,30,28,34.2234,5.0197,3753.5158
Recycled,30,28,34.2049,4.7462,3752.1547
Recycled,30,28,34.227,5.152,3753.5989
Recycled,30,28,33.8607,4.3222,3763.7003
Recycled,30,28,33.9208,4.6444,3776.3659
Recycled,30,28,33.2586,4.258,3819.6788
Recycled,30,28,33.5245,4.3332,3805.3233
Recycled,30,28,33.8274,4.5115,3785.1083
Recycled,30,28,34.1397,4.413,3751.9037
Recycled,30,28,33.5083,4.6716,3795.18
Recycled,30,28,33.6048,4.6267,3793.1069
Recycled,30,28,34.1643,4.486,3782.2255
Recycled,30,28,34.118,4.4203,3811.4981
Recycled,30,28,33.263,4.4621,3807.7894
Recycled,30,28,33.7443,4.6379,3815.5861
Recycled,30,28,34.2154,4.296,3775.4159
Recycled,30,28,34.1842,4.3434,3768.8275
Recycled,30,28,34.0977,4.4243,3754.35
Recycled,30,28,33.3505,4.3716,3777.4652
Recycled,30,28,33.7751,4.2677,3789.6619
Recycled,30,28,33.6807,4.4551,3812.0662
Recycled,30,28,33.7467,4.5511,3776.8381
Recycled,30,28,34.1703,4.676,3788.9467
Recycled,30,28,32.36,4.5825,3820.6725
Recycled,30,28,32.9603,4.4608,3789.7607
Recycled,30,28,32.9796,4.4355,3778.7683
Recycled,30,28,32.6591,4.3253,3792.8383
Recycled,30,28,32.7757,4.5129,3814.0732
Recycled,30,28,32.8817,4.5984,3765.7543
Recycled,30,28,32.5986,4.639,3819.2202
Recycled,30,28,32.3201,4.4029,3786.5954
Recycled,30,28,32.6333,4.541,3795.1121
Recycled,30,28,32.966,4.6902,3793.4533
Recycled,30,28,33.0425,4.3519,3764.8529
Recycled,30,28,32.8119,4.6718,3817.8045
Recycled,30,28,33.2179,4.452,3768.005
Recycled,30,28,32.3812,4.6248,3772.1313
Recycled,30,28,32.6434,4.51,3784.8263
Recycled,30,28,33.0441,4.6524,3789.4483
Recycled,30,28,32.7323,4.6161,3807.4669
Recycled,30,28,33.1917,4.6428,3766.578
Recycled,30,28,32.395,4.6833,3813.1795
Recycled,30,28,32.8082,4.3984,3824.9688
Recycled,30,28,32.7544,4.4958,3786.9889
Recycled,30,28,32.7715,4.3854,3770.56
Recycled,30,28,32.8741,4.7079,3769.1543
Recycled,30,28,32.5948,4.3739,3763.196
Recycled,30,28,32.3299,4.7315,3786.5145
Recycled,30,28,32.6716,4.5621,3772.6161
Recycled,30,28,32.3024,4.3313,3781.1248
Recycled,30,28,32.9264,4.352,3765.1837
Recycled,30,28,32.2935,4.3754,3768.6319
Recycled,30,28,33.1216,4.6121,3782.0935
Recycled,30,28,32.9301,4.5847,3781.0497
Recycled,30,28,33.1064,4.4478,3776.4433
Recycled,30,28,32.7231,4.3719,3775.837
Recycled,30,28,32.4769,4.536,3773.5483
Recycled,30,28,32.4941,4.7255,3768.7513
Recycled,30,28,32.9451,4.3578,3765.3719
Recycled,30,28,33.1569,4.3548,3786.5016
Recycled,30,28,32.5815,4.3567,3769.1571
Recycled,30,28,32.9396,4.522,3765.9472
Recycled,30,28,32.3586,4.5639,3779.6716
Recycled,30,60,40.2602,6.5453,3696.7806
Recycled,30,60,40.7778,6.5289,3698.6005
Recycled,30,60,39.8445,6.5548,3702.7322
Recycled,30,60,41.3047,6.5329,3701.6178
Recycled,30,60,41.822,6.5643,3698.36
Recycled,30,60,40.7145,6.5581,3701.9506
Recycled,30,60,40.1264,6.6576,3695.9951
Recycled,30,60,41.7062,6.5556,3697.9048
Recycled,30,60,40.7087,6.5933,3700.373
Recycled,30,60,40.0887,6.5647,3697.1438
Recycled,30,60,39.5451,6.6347,3701.2001
Recycled,30,60,41.1588,6.6247,3696.0045
Recycled,30,60,40.8656,6.5673,3698.4038
Recycled,30,60,39.3671,6.571,3699.8736
Recycled,30,60,39.9382,6.5378,3698.0766
Recycled,30,60,41.3647,6.6466,3700.7784
Recycled,30,60,39.754,6.5889,3698.1104
Recycled,30,60,41.2121,6.6526,3697.2568
Recycled,30,60,41.2541,6.5876,3696.7184
Recycled,30,60,42.0978,6.5737,3698.4153
Recycled,30,60,38.7545,6.7578,3776.6271
Recycled,30,60,38.7125,6.861,3744.1081
Recycled,30,60,38.802,7.3948,3721.1734
Recycled,30,60,38.811,7.7165,3736.0903
Recycled,30,60,38.8436,7.7135,3703.3163
Recycled,30,60,38.3756,7.3178,3737.9661
Recycled,30,60,38.4271,7.0928,3700.6994
Recycled,30,60,38.7393,7.2415,3725.446
Recycled,30,60,38.6839,7.5268,3719.3666
Recycled,30,60,38.6262,6.726,3730.3733
Recycled,30,60,38.677,7.4118,3785.7646
Recycled,30,60,38.8252,7.0918,3720.4127
Recycled,30,60,38.3398,6.6772,3742.7366
Recycled,30,60,38.8833,7.4688,3759.185
Recycled,30,60,38.4262,7.1588,3782.8741
Recycled,30,60,38.9851,7.6521,3794.9156
Recycled,30,60,38.7833,7.2996,3716.2395
Recycled,30,60,38.5023,7.658,3790.2868
Recycled,30,60,38.5727,7.2488,3768.7314
Recycled,30,60,38.893,7.383,3740.378
Recycled,30,60,38.0237,7.7439,3793.0794
Recycled,30,60,38.1565,7.6412,3794.0874
Recycled,30,60,38.2513,7.7662,3792.7372
Recycled,30,60,38.145,7.5521,3792.8737
Recycled,30,60,38.0357,7.5639,3792.5731
Recycled,30,60,38.0421,7.5113,3793.2238
Recycled,30,60,38.1762,7.5008,3795.59
Recycled,30,60,38.1891,7.5776,3793.1606
Recycled,30,60,38.2317,7.6641,3792.28
Recycled,30,60,38.3149,7.5839,3792.8636
Recycled,30,60,38.0882,7.48,3793.0247
Recycled,30,60,38.29,7.6093,3795.5688
Recycled,30,60,38.2173,7.6928,3793.7033
Recycled,30,60,38.2044,7.6296,3794.7581
Recycled,30,60,38.0454,7.5196,3793.2777
Recycled,30,60,38.326,7.6131,3794.9697
Recycled,30,60,38.0588,7.6338,3795.5901
Recycled,30,60,38.2394,7.7172,3792.8365
Recycled,30,60,38.2516,7.7134,3795.6887
Recycled,30,60,38.1743,7.6263,3792.7075
Recycled,30,60,39.4806,7.4409,3769.7012
Recycled,30,60,38.4174,7.4256,3764.6904
Recycled,30,60,38.445,7.4526,3774.9921
Recycled,30,60,39.9801,7.4288,3766.7955
Recycled,30,60,39.2064,7.2595,3750.536
Recycled,30,60,38.623,7.2896,3755.7246
Recycled,30,60,39.9627,7.3108,3788.9812
Recycled,30,60,39.8178,7.1856,3753.4824
Recycled,30,60,38.392,7.2558,3762.7161
Recycled,30,60,38.0119,7.4572,3758.74
Recycled,30,60,39.4457,7.2552,3763.9785
Recycled,30,60,39.7607,7.3251,3772.7153
Recycled,30,60,38.2472,7.2282,3753.7743
Recycled,30,60,38.087,7.3312,3754.2875
Recycled,30,60,39.2164,7.3787,3770.7286
Recycled,30,60,39.2287,7.2317,3782.3637
Recycled,30,60,39.0512,7.4309,3767.3648
Recycled,30,60,38.0234,7.2371,3755.9346
Recycled,30,60,39.3996,7.3514,3773.7395
Recycled,30,60,39.9189,7.2513,3766.0399
Recycled,30,90,40.9442,6.6353,3741.984
Recycled,30,90,40.2038,6.4267,3736.9334
Recycled,30,90,40.4388,6.5324,3735.1637
Recycled,30,90,40.3291,6.5116,3735.3604
Recycled,30,90,40.6392,6.5482,3743.9571
Recycled,30,90,40.6902,6.5613,3738.2597
Recycled,30,90,40.3864,6.4452,3736.539
Recycled,30,90,40.8708,6.5668,3740.0446
Recycled,30,90,40.8683,6.6218,3743.2587
Recycled,30,90,40.8542,6.4781,3740.1785
Recycled,30,90,40.4354,6.3,3735.6246
Recycled,30,90,40.1463,6.553,3740.0274
Recycled,30,90,40.7837,6.5254,3738.2965
Recycled,30,90,41.0605,6.3494,3735.4567
Recycled,30,90,40.2517,6.5136,3741.1294
Recycled,30,90,40.204,6.5829,3739.9636
Recycled,30,90,40.9825,6.4122,3743.6973
Recycled,30,90,40.5625,6.3119,3742.1647
Recycled,30,90,40.923,6.4913,3737.227
Recycled,30,90,40.8822,6.2837,3741.1742
Recycled,30,90,41.2842,6.9789,3732.95
Recycled,30,90,41.3544,6.8401,3731.8505
Recycled,30,90,41.1303,6.7981,3724.5285
Recycled,30,90,41.7745,6.7169,3733.6764
Recycled,30,90,41.9699,6.971,3719.961
Recycled,30,90,41.6608,6.9785,3727.8696
Recycled,30,90,41.0996,6.83,3733.5386
Recycled,30,90,42.2174,6.7009,3721.3584
Recycled,30,90,41.6491,7.0228,3721.4038
Recycled,30,90,41.4529,7.1466,3728.7285
Recycled,30,90,41.2693,6.9491,3722.3863
Recycled,30,90,41.7939,6.9539,3720.9852
Recycled,30,90,41.7352,7.0709,3722.463
Recycled,30,90,41.9394,6.8853,3719.662
Recycled,30,90,41.2456,6.9945,3731.6772
Recycled,30,90,41.4817,6.7807,3733.1517
Recycled,30,90,41.2345,6.8196,3729.5155
Recycled,30,90,42.0551,6.6762,3724.0204
Recycled,30,90,41.4597,6.7984,3730.1761
Recycled,30,90,41.3869,6.9382,3721.1901
Recycled,30,90,42.224,6.3691,3747.3779
Recycled,30,90,41.6178,7.0714,3744.6701
Recycled,30,90,41.8497,6.9743,3740.3318
Recycled,30,90,41.8189,7.016,3745.7792
Recycled,30,90,41.5653,6.6033,3743.9479
Recycled,30,90,41.678,6.3473,3736.4945
Recycled,30,90,41.7197,7.1181,3745.3948
Recycled,30,90,42.0924,6.2399,3729.4837
Recycled,30,90,41.8093,7.126,3738.1983
Recycled,30,90,41.4975,6.5861,3743.8569
Recycled,30,90,41.7746,6.9516,3749.2053
Recycled,30,90,41.6127,6.5989,3723.2231
Recycled,30,90,41.4787,6.7469,3730.7972
Recycled,30,90,41.5538,7.059,3747.7888
Recycled,30,90,42.0657,6.7278,3732.492
Recycled,30,90,42.2022,6.8816,3738.5131
Recycled,30,90,41.885,6.9506,3729.8329
Recycled,30,90,42.2181,6.7862,3754.8454
Recycled,30,90,41.8678,6.9871,3725.828
Recycled,30,90,41.5041,6.5818,3748.9611
Recycled,30,90,41.404,6.2376,3752.1252
Recycled,30,90,41.3692,6.2708,3754.5822
Recycled,30,90,41.3578,6.1272,3751.4747
Recycled,30,90,41.2568,6.5745,3752.6583
Recycled,30,90,41.2584,6.1884,3740.0061
Recycled,30,90,41.3524,6.2159,3751.3717
Recycled,30,90,41.3707,6.4427,3746.5059
Recycled,30,90,41.2328,6.4164,3753.4621
Recycled,30,90,41.2796,6.5493,3754.9457
Recycled,30,90,41.2804,6.4763,3755.3105
Recycled,30,90,41.2275,6.288,3755.9436
Recycled,30,90,41.338,6.5457,3738.6942
Recycled,30,90,41.2667,6.2451,3740.4759
Recycled,30,90,41.3526,6.6101,3751.6103
Recycled,30,90,41.2522,6.2106,3745.2931
Recycled,30,90,41.3682,6.4951,3748.8349
Recycled,30,90,41.2802,6.2748,3746.7844
Recycled,30,90,41.22,6.1683,3757.8721
Recycled,30,90,41.3346,6.5326,3754.7281
Recycled,30,90,41.3582,6.1725,3749.249
Crushed,28,7,24.9361,4.4402,4419.0114
Crushed,28,7,24.9228,4.4306,4379.1645
Crushed,28,7,24.9472,4.4437,4381.6723
Crushed,28,7,24.9168,4.4654,4405.2729
Crushed,28,7,24.922,4.4581,4420.2947
Crushed,28,7,24.9206,4.4382,4393.8945
Crushed,28,7,24.8661,4.4018,4421.2463
Crushed,28,7,24.8989,4.4681,4397.5105
Crushed,28,7,24.9001,4.4361,4413.0798
Crushed,28,7,24.871,4.4591,4385.7476
Crushed,28,7,24.9461,4.4021,4398.0165
Crushed,28,7,24.8881,4.4624,4388.3666
Crushed,28,7,24.9201,4.4252,4376.3053
Crushed,28,7,24.9215,4.4679,4413.7563
Crushed,28,7,24.8939,4.4318,4430.3045
Crushed,28,7,24.8607,4.413,4379.7924
Crushed,28,7,24.9371,4.4293,4388.1877
Crushed,28,7,24.8827,4.4095,4424.3015
Crushed,28,7,24.8563,4.4642,4382.0862
Crushed,28,7,24.9371,4.4189,4407.0723
Crushed,28,7,25.3561,4.4546,4420.1066
Crushed,28,7,25.6957,4.4401,4379.522
Crushed,28,7,26.3696,4.423,4434.3533
Crushed,28,7,25.704,4.4607,4428.9987
Crushed,28,7,25.3196,4.4436,4428.0463
Crushed,28,7,25.7598,4.4374,4424.4873
Crushed,28,7,25.8288,4.4387,4378.7382
Crushed,28,7,25.5522,4.4375,4388.2787
Crushed,28,7,24.8704,4.4157,4429.3382
Crushed,28,7,26.049,4.4295,4407.4918
Crushed,28,7,25.7132,4.4203,4429.7044
Crushed,28,7,25.4982,4.4608,4425.6776
Crushed,28,7,24.9563,4.4258,4407.5769
Crushed,28,7,25.4594,4.4106,4408.8888
Crushed,28,7,25.2464,4.4196,4410.6001
Crushed,28,7,25.1937,4.4076,4386.8553
Crushed,28,7,26.2392,4.4397,4393.5827
Crushed,28,7,25.5191,4.425,4400.2931
Crushed,28,7,24.9368,4.445,4432.9194
Crushed,28,7,25.4876,4.449,4415.7359
Crushed,28,7,25.9582,4.0998,4373.9964
Crushed,28,7,26.4302,4.1701,4374.1418
Crushed,28,7,25.852,4.1612,4370.9636
Crushed,28,7,26.3111,4.446,4372.5699
Crushed,28,7,26.3029,4.3083,4374.1913
Crushed,28,7,26.4001,4.3249,4368.744
Crushed,28,7,25.9642,4.1845,4374.9412
Crushed,28,7,26.504,4.1085,4374.7272
Crushed,28,7,25.8227,4.2797,4374.4835
Crushed,28,7,26.4357,4.1297,4375.8118
Crushed,28,7,26.3364,4.3401,4375.14
Crushed,28,7,26.0262,4.1638,4372.4232
Crushed,28,7,26.4489,4.2389,4373.4948
Crushed,28,7,26.1617,4.3399,4375.5865
Crushed,28,7,25.9998,4.3511,4372.3489
Crushed,28,7,25.8391,4.0889,4369.1674
Crushed,28,7,25.9914,4.1952,4368.545
Crushed,28,7,25.9777,4.4734,4369.7811
Crushed,28,7,26.2429,4.2265,4373.1889
Crushed,28,7,26.3728,4.4326,4374.8471
Crushed,28,7,25.784,4.421,4421.9124
Crushed,28,7,25.784,4.3357,4439.0647
Crushed,28,7,25.784,4.1243,4404.0831
Crushed,28,7,25.784,4.2014,4441.3603
Crushed,28,7,25.784,4.3847,4409.5523
Crushed,28,7,25.784,4.2062,4434.0651
Crushed,28,7,25.784,4.3863,4429.6486
Crushed,28,7,25.784,4.4473,4435.7617
Crushed,28,7,25.784,4.449,4415.6954
Crushed,28,7,25.784,4.2986,4415.6302
Crushed,28,7,25.784,4.1864,4453.2722
Crushed,28,7,25.784,4.4262,4414.063
Crushed,28,7,25.784,4.375,4416.9386
Crushed,28,7,25.784,4.1718,4396.3828
Crushed,28,7,25.784,4.3749,4419.6303
Crushed,28,7,25.784,4.2481,4405.3239
Crushed,28,7,25.784,4.2026,4394.7513
Crushed,28,7,25.784,4.12,4384.1841
Crushed,28,7,25.784,4.3941,4420.4568
Crushed,28,7,25.784,4.4276,4435.1234
Crushed,28,14,20.9425,5.1478,4365.5971
Crushed,28,14,20.9943,5.2188,4440.5025
Crushed,28,14,21.1007,5.3962,4313.1398
Crushed,28,14,20.8787,5.2328,4314.4105
Crushed,28,14,20.9185,5.2606,4346.2778
Crushed,28,14,20.8576,5.3143,4386.2041
Crushed,28,14,20.9354,5.3116,4349.2423
Crushed,28,14,20.8474,5.4071,4341.228
Crushed,28,14,20.9318,5.476,4443.2267
Crushed,28,14,20.7997,5.1357,4315.0893
Crushed,28,14,20.8258,5.4518,4431.6854
Crushed,28,14,20.9566,5.405,4340.0414
Crushed,28,14,20.8555,5.4015,4401.6457
Crushed,28,14,20.9691,5.3735,4329.5024
Crushed,28,14,20.8411,5.1442,4384.0033
Crushed,28,14,21.0232,5.1183,4448.5865
Crushed,28,14,20.7881,5.2111,4427.1306
Crushed,28,14,21.0391,5.3268,4392.9644
Crushed,28,14,21.113,5.4581,4350.4177
Crushed,28,14,20.869,5.1445,4387.779
Crushed,28,14,22.0715,5.3665,4351.5013
Crushed,28,14,22.2131,5.3325,4333.3817
Crushed,28,14,21.2878,5.4458,4368.2914
Crushed,28,14,22.0293,5.2015,4385.1798
Crushed,28,14,21.6162,5.2267,4355.4184
Crushed,28,14,21.4997,5.0873,4343.2454
Crushed,28,14,22.0552,5.049,4404.2241
Crushed,28,14,22.2591,5.4641,4384.7426
Crushed,28,14,20.8981,4.9704,4378.9754
Crushed,28,14,21.881,5.4669,4309.8005
Crushed,28,14,21.1447,5.0636,4324.9076
Crushed,28,14,21.3996,5.3385,4387.6806
Crushed,28,14,21.1963,5.2368,4377.2415
Crushed,28,14,22.0735,5.3019,4413.8767
Crushed,28,14,22.3267,5.3403,4372.5227
Crushed,28,14,21.7895,5.0285,4370.8726
Crushed,28,14,21.8737,5.1346,4344.1348
Crushed,28,14,22.2286,5.3171,4343.7072
Crushed,28,14,21.8484,5.2101,4399.4196
Crushed,28,14,21.6629,5.017,4405.2162
Crushed,28,14,22.1198,5.4126,4435.0471
Crushed,28,14,21.9772,5.6192,4415.6037
Crushed,28,14,22.1297,5.3844,4438.5711
Crushed,28,14,22.1047,4.9779,4416.8283
Crushed,28,14,22.1266,5.1425,4451.644
Crushed,28,14,22.0706,4.9933,4476.7198
Crushed,28,14,22.0509,5.4273,4452.4645
Crushed,28,14,21.8221,5.4049,4433.0251
Crushed,28,14,22.2178,5.6046,4421.0995
Crushed,28,14,22.1435,5.1185,4433.5651
Crushed,28,14,22.0112,5.1987,4444.4727
Crushed,28,14,22.0602,5.1786,4419.6198
Crushed,28,14,22.1865,5.3303,4420.4063
Crushed,28,14,22.0081,5.4846,4454.9831
Crushed,28,14,21.8402,5.5268,4457.3774
Crushed,28,14,22.2996,5.3747,4472.211
Crushed,28,14,22.086,5.3105,4434.2108
Crushed,28,14,22.2865,5.6535,4424.3198
Crushed,28,14,22.0173,5.242,4458.794
Crushed,28,14,22.0307,5.2015,4437.245
Crushed,28,14,21.7718,5.6251,4357.8426
Crushed,28,14,21.7718,5.5463,4360.4991
Crushed,28,14,21.7718,5.5353,4358.84
Crushed,28,14,21.7718,5.5937,4347.5944
Crushed,28,14,21.7718,5.6509,4447.1512
Crushed,28,14,21.7718,5.5785,4382.7718
Crushed,28,14,21.7718,5.6464,4405.7909
Crushed,28,14,21.7718,5.5823,4433.4536
Crushed,28,14,21.7718,5.5411,4478.189
Crushed,28,14,21.7718,5.555,4368.8251
Crushed,28,14,21.7718,5.6259,4349.7295
Crushed,28,14,21.7718,5.6074,4433.7698
Crushed,28,14,21.7718,5.5986,4333.1437
Crushed,28,14,21.7718,5.5927,4361.4577
Crushed,28,14,21.7718,5.5063,4412.7467
Crushed,28,14,21.7718,5.5886,4330.7526
Crushed,28,14,21.7718,5.5299,4366.354
Crushed,28,14,21.7718,5.5845,4344.4695
Crushed,28,14,21.7718,5.6001,4391.3334
Crushed,28,14,21.7718,5.5061,4350.6837
Crushed,28,28,30.7119,5.5686,4473.0441
Crushed,28,28,30.2797,5.774,4469.8625
Crushed,28,28,30.3333,5.8071,4505.256
Crushed,28,28,30.6909,5.8281,4478.6523
Crushed,28,28,30.4608,5.7288,4483.2837
Crushed,28,28,30.4067,5.7683,4512.2311
Crushed,28,28,30.7479,5.7048,4465.8103
Crushed,28,28,31.4394,5.5308,4478.4144
Crushed,28,28,31.1297,5.8316,4501.9308
Crushed,28,28,30.9063,5.8565,4501.2406
Crushed,28,28,30.9079,5.5679,4506.0396
Crushed,28,28,30.3584,5.848,4504.6622
Crushed,28,28,31.3567,5.7032,4500.9779
Crushed,28,28,31.0201,5.5806,4491.8129
Crushed,28,28,31.2214,5.8368,4488.8581
Crushed,28,28,31.1362,5.6125,4478.9714
Crushed,28,28,30.5406,5.8629,4478.1154
Crushed,28,28,31.084,5.8627,4510.2668
Crushed,28,28,31.1469,5.6476,4473.2756
Crushed,28,28,31.2677,5.5122,4465.8819
Crushed,28,28,30.8739,7.0921,4499.1045
Crushed,28,28,32.6847,7.0616,4474.1892
Crushed,28,28,31.3518,6.1345,4485.9336
Crushed,28,28,32.2234,7.7234,4472.4039
Crushed,28,28,33.0436,6.0072,4477.7652
Crushed,28,28,31.4982,7.0691,4493.9702
Crushed,28,28,32.0403,6.7341,4471.9006
Crushed,28,28,33.146,7.4677,4483.179
Crushed,28,28,31.3106,7.3888,4490.5768
Crushed,28,28,32.2202,7.6062,4483.7033
Crushed,28,28,31.1592,7.7567,4471.4921
Crushed,28,28,32.8915,6.191,4503.9104
Crushed,28,28,31.1009,6.6362,4502.6511
Crushed,28,28,31.1003,7.8312,4488.308
Crushed,28,28,32.9564,6.5399,4481.9317
Crushed,28,28,31.6996,6.9107,4488.7977
Crushed,28,28,30.8326,6.1267,4498.0985
Crushed,28,28,30.2825,7.4341,4477.3797
Crushed,28,28,30.7206,7.5348,4493.8063
Crushed,28,28,31.1215,6.3045,4488.1499
Crushed,28,28,31.6897,7.022,4507.5915
Crushed,28,28,31.976,7.3348,4518.8594
Crushed,28,28,32.1539,7.5147,4508.4403
Crushed,28,28,31.8841,7.1894,4524.0185
Crushed,28,28,32.5604,7.1626,4508.5645
Crushed,28,28,32.1048,7.2522,4505.4242
Crushed,28,28,32.4631,7.0503,4514.8811
Crushed,28,28,31.9166,7.2931,4512.9121
Crushed,28,28,32.5338,6.8432,4521.9517
Crushed,28,28,31.8531,7.4779,4505.3554
Crushed,28,28,33.224,7.3084,4522.1017
Crushed,28,28,31.634,7.4897,4521.0858
Crushed,28,28,32.795,7.126,4517.066
Crushed,28,28,33.1843,6.9504,4522.0037
Crushed,28,28,32.9933,6.8995,4517.1448
Crushed,28,28,32.4658,6.9902,4508.2495
Crushed,28,28,31.8066,6.8017,4519.0193
Crushed,28,28,32.7818,7.85,4505.6053
Crushed,28,28,31.9753,7.4303,4518.843
Crushed,28,28,32.9638,6.759,4513.6516
Crushed,28,28,31.6276,6.6759,4480.4868
Crushed,28,28,31.6276,6.6759,4476.3466
Crushed,28,28,31.6276,6.6759,4485.0482
Crushed,28,28,31.6276,6.6759,4509.2621
Crushed,28,28,31.6276,6.6759,4477.9422
Crushed,28,28,31.6276,6.6759,4495.7146
Crushed,28,28,31.6276,6.6759,4470.1645
Crushed,28,28,31.6276,6.6759,4480.3375
Crushed,28,28,31.6276,6.6759,4513.9528
Crushed,28,28,31.6276,6.6759,4503.2614
Crushed,28,28,31.6276,6.6759,4509.9199
Crushed,28,28,31.6276,6.6759,4506.0258
Crushed,28,28,31.6276,6.6759,4518.1195
Crushed,28,28,31.6276,6.6759,4490.2093
Crushed,28,28,31.6276,6.6759,4485.0782
Crushed,28,28,31.6276,6.6759,4493.6655
Crushed,28,28,31.6276,6.6759,4473.1141
Crushed,28,28,31.6276,6.6759,4482.0002
Crushed,28,28,31.6276,6.6759,4508.665
Crushed,28,28,31.6276,6.6759,4503.8662
Crushed,28,28,32.1097,9.2167,4567.5554
Crushed,28,28,31.9915,7.4824,4517.9501
Crushed,28,28,31.6808,8.5032,4474.0617
Crushed,28,28,31.9116,7.4465,4531.5906
Crushed,28,28,31.9284,6.9936,4555.6425
Crushed,28,28,32.0886,9.031,4543.4413
